Customer Email;Order Date;Total (DKK)
User339@Shop.com;08/06/2024;98.83
user74@shop.com;18/06/2024;126.67
User364@Shop.com;08/10/2024;6.6
User281@Shop.com;19/11/2024;46.96
user18@shop.com;07/12/2024;30.77
User213@Shop.com;14/12/2024;93.3
;31/12/2024;27.46
user279@shop.com;17/02/2025;71.24
user77@shop.com;16/04/2025;33.72
user197@shop.com;18/06/2025;101.87
User188@Shop.com;22/06/2025;96.73
User199@Shop.com;06/09/2025;19.91
user368@shop.com;29/09/2025;66.29
user376@shop.com;11/10/2025;111.39
User28@Shop.com;23/02/2024;53.47
user314@shop.com;03/07/2024;23.58
User69@Shop.com;20/07/2024;64.5
user63@shop.com;04/08/2024;16.08
User195@Shop.com;13/08/2024;21.78
;07/09/2024;98.05
user210@shop.com;19/09/2024;24.9
user234@shop.com;28/09/2024;44.92
User298@Shop.com;21/10/2024;-11.19
user191@shop.com;19/11/2024;64.14
user175@shop.com;01/12/2024;21.7
user278@shop.com;20/01/2025;33.92
User57@Shop.com;07/02/2025;134.58
user352@shop.com;11/02/2025;109.23
user142@shop.com;18/04/2025;10.76
user235@shop.com;26/04/2025;97.8
User392@Shop.com;19/05/2025;20.38
User305@Shop.com;13/07/2025;23.34
user300@shop.com;31/08/2025;28.22
user326@shop.com;14/10/2025;56.88
user47@shop.com;18/10/2025;3.9
user176@shop.com;24/11/2025;39.39
user323@shop.com;12/01/2024;29.64
user105@shop.com;04/02/2024;24.52
user125@shop.com;18/03/2024;9.01
User351@Shop.com;16/06/2024;71.94
user312@shop.com;04/09/2024;88.69
user100@shop.com;24/09/2024;39.28
User6@Shop.com;28/12/2024;27.8
user193@shop.com;26/04/2025;49.92
user348@shop.com;04/05/2025;83.26
User219@Shop.com;02/06/2025;22.09
user65@shop.com;19/08/2025;10.47
user193@shop.com;01/09/2025;40.13
User182@Shop.com;18/09/2025;19.08
User242@Shop.com;15/01/2024;48.93
User265@Shop.com;27/01/2024;85.94
user98@shop.com;02/03/2024;29.94
User203@Shop.com;03/03/2024;42.17
User196@Shop.com;27/05/2024;36.87
user66@shop.com;03/06/2024;68.15
User200@Shop.com;17/07/2024;78.94
user56@shop.com;19/09/2024;32.98
User79@Shop.com;19/10/2024;30.38
user114@shop.com;12/11/2024;5.78
user388@shop.com;08/12/2024;57.87
user21@shop.com;07/01/2025;27.84
User343@Shop.com;12/02/2025;52.79
user87@shop.com;21/02/2025;82.98
User379@Shop.com;15/03/2025;41.03
user52@shop.com;26/04/2025;4.01
user244@shop.com;04/05/2025;23.92
user186@shop.com;03/07/2025;65.09
User91@Shop.com;30/10/2025;66.86
user143@shop.com;28/11/2025;120.69
User163@Shop.com;12/12/2025;12.14
user235@shop.com;16/01/2024;93.28
User293@Shop.com;18/02/2024;56.32
User113@Shop.com;16/07/2024;113.25
user153@shop.com;15/09/2024;122.7
user14@shop.com;19/09/2024;151.16
user104@shop.com;27/01/2025;81.48
user133@shop.com;29/01/2025;47.6
user323@shop.com;02/02/2025;87.96
User302@Shop.com;21/02/2025;18.94
user309@shop.com;06/03/2025;36.66
user103@shop.com;18/03/2025;20.57
user86@shop.com;26/04/2025;58.4
User162@Shop.com;07/05/2025;141.93
user171@shop.com;10/09/2025;72.14
user302@shop.com;10/10/2025;37.6
user346@shop.com;01/11/2025;54.12
user163@shop.com;09/11/2025;117.94
user86@shop.com;10/11/2025;27.05
user354@shop.com;14/12/2025;39.93
user215@shop.com;03/03/2024;36.03
user367@shop.com;24/03/2024;23.61
User156@Shop.com;02/06/2024;40.16
user124@shop.com;23/06/2024;119.98
user25@shop.com;07/07/2024;64.68
user294@shop.com;09/07/2024;70.26
user198@shop.com;21/07/2024;15.38
User101@Shop.com;07/10/2024;78.85
user179@shop.com;16/10/2024;60.78
user56@shop.com;19/11/2024;36.74
user388@shop.com;23/11/2024;24.26
user175@shop.com;25/11/2024;50.75
User120@Shop.com;03/12/2024;15.57
user241@shop.com;11/01/2025;68.96
user318@shop.com;12/03/2025;9.82
user374@shop.com;16/07/2025;51.75
User273@Shop.com;06/08/2025;93.66
user59@shop.com;19/08/2025;82.19
User167@Shop.com;17/10/2025;3.46
User285@Shop.com;02/11/2025;31.08
;17/01/2024;50.62
user190@shop.com;30/01/2024;20.64
User340@Shop.com;15/02/2024;38.07
user53@shop.com;21/03/2024;32.38
user138@shop.com;27/04/2024;35.9
user389@shop.com;22/06/2024;23.53
User79@Shop.com;18/07/2024;90.11
User278@Shop.com;20/07/2024;19.4
User85@Shop.com;25/07/2024;91.21
user52@shop.com;24/09/2024;63.61
user64@shop.com;25/09/2024;15.96
User362@Shop.com;24/10/2024;107.48
User392@Shop.com;28/11/2024;36.22
User42@Shop.com;20/01/2025;37.66
User283@Shop.com;17/03/2025;55.87
User37@Shop.com;23/04/2025;54.12
;23/07/2025;31.86
user133@shop.com;26/07/2025;16.81
user19@shop.com;31/07/2025;27.73
user375@shop.com;25/08/2025;95.2
User368@Shop.com;10/09/2025;14.15
;18/09/2025;88.65
User156@Shop.com;06/10/2025;73.63
user367@shop.com;30/11/2025;78.23
user140@shop.com;16/12/2025;67.74
user245@shop.com;06/02/2024;5.98
user348@shop.com;25/02/2024;51.94
user27@shop.com;13/04/2024;16.99
user197@shop.com;04/06/2024;20.65
;20/07/2024;80.54
User369@Shop.com;26/07/2024;72.45
user184@shop.com;02/08/2024;-105.72
user335@shop.com;05/08/2024;50.54
user226@shop.com;12/10/2024;7.74
user173@shop.com;12/10/2024;26.17
User295@Shop.com;20/10/2024;66.88
user338@shop.com;27/10/2024;86.17
User271@Shop.com;13/11/2024;60.84
user247@shop.com;26/11/2024;-31.24
user398@shop.com;20/12/2024;18.76
User241@Shop.com;21/12/2024;39.39
User63@Shop.com;23/12/2024;1.52
User367@Shop.com;18/02/2025;28.91
user325@shop.com;13/03/2025;96.14
user148@shop.com;15/03/2025;13.42
user165@shop.com;30/03/2025;81.01
User266@Shop.com;07/05/2025;-17.49
User313@Shop.com;12/05/2025;29.78
User281@Shop.com;23/05/2025;67.13
user356@shop.com;29/06/2025;68.2
User29@Shop.com;09/07/2025;35.58
user396@shop.com;02/08/2025;27.9
user195@shop.com;15/08/2025;53.37
User107@Shop.com;20/08/2025;105.96
User87@Shop.com;05/10/2025;39.19
User181@Shop.com;09/12/2025;10.49
user121@shop.com;20/12/2025;30.61
user377@shop.com;01/02/2024;30.76
User199@Shop.com;19/02/2024;24.67
user378@shop.com;06/03/2024;38.32
user269@shop.com;18/03/2024;19.93
user149@shop.com;14/04/2024;49.75
User160@Shop.com;25/04/2024;4.93
User376@Shop.com;07/05/2024;58.35
user263@shop.com;10/05/2024;76.02
user162@shop.com;30/06/2024;44.8
User299@Shop.com;08/12/2024;61.14
User150@Shop.com;10/12/2024;53.06
user87@shop.com;27/01/2025;66.78
User302@Shop.com;07/02/2025;31.41
User34@Shop.com;07/03/2025;-35.12
User189@Shop.com;10/05/2025;45.96
user165@shop.com;24/05/2025;20.75
user179@shop.com;19/06/2025;84.88
User85@Shop.com;13/10/2025;19.15
User155@Shop.com;26/06/2024;21.81
User50@Shop.com;27/06/2024;70.55
user173@shop.com;11/08/2024;103.4
user294@shop.com;09/01/2025;16.6
User56@Shop.com;12/02/2025;58.87
User61@Shop.com;13/05/2025;30.8
;11/09/2025;98.57
User333@Shop.com;21/09/2025;65.19
user301@shop.com;10/10/2025;17.61
User18@Shop.com;13/01/2024;26.04
user226@shop.com;26/01/2024;63.43
user188@shop.com;23/03/2024;59.63
User269@Shop.com;30/06/2024;51.91
user150@shop.com;30/08/2024;40.56
user321@shop.com;17/10/2024;37.55
user203@shop.com;02/11/2024;101.19
user92@shop.com;06/11/2024;34.59
user201@shop.com;10/11/2024;58.81
user94@shop.com;07/02/2025;58.66
user201@shop.com;14/03/2025;83.04
user111@shop.com;04/05/2025;67.5
User173@Shop.com;26/05/2025;81.56
User122@Shop.com;02/07/2025;10.53
user209@shop.com;07/10/2025;34.06
user304@shop.com;04/11/2025;29.2
User275@Shop.com;12/04/2024;90.41
user150@shop.com;12/04/2024;50.28
user200@shop.com;03/08/2024;25.1
user129@shop.com;14/09/2024;80.28
User125@Shop.com;15/09/2024;31.28
user254@shop.com;14/10/2024;51.77
user313@shop.com;24/10/2024;22.57
User75@Shop.com;12/01/2025;69.96
user102@shop.com;22/01/2025;36.08
user43@shop.com;08/03/2025;35.59
;07/04/2025;12.7
user279@shop.com;10/04/2025;91.07
user64@shop.com;16/04/2025;40.26
User302@Shop.com;03/05/2025;70.45
user123@shop.com;05/07/2025;74.3
user119@shop.com;16/07/2025;59.55
User195@Shop.com;21/07/2025;93.11
User254@Shop.com;05/08/2025;19.37
User263@Shop.com;15/09/2025;21.13
user14@shop.com;02/10/2025;65.93
User296@Shop.com;25/01/2024;37.69
user162@shop.com;24/02/2024;32.71
User366@Shop.com;28/08/2024;22.28
user231@shop.com;13/11/2024;21.6
user374@shop.com;01/12/2024;62.16
User102@Shop.com;27/01/2025;67.74
User265@Shop.com;16/02/2025;16.3
User139@Shop.com;06/03/2025;23.46
User343@Shop.com;31/03/2025;-47.1
user244@shop.com;16/04/2025;35.0
user301@shop.com;15/05/2025;58.07
;05/07/2025;3.67
user305@shop.com;19/07/2025;23.13
user62@shop.com;25/08/2025;40.04
;13/09/2025;19.66
user282@shop.com;01/10/2025;66.72
user74@shop.com;03/10/2025;65.65
user32@shop.com;02/12/2025;33.6
user223@shop.com;09/12/2025;27.91
user387@shop.com;01/02/2024;103.1
user124@shop.com;04/02/2024;16.73
User81@Shop.com;16/03/2024;40.57
user290@shop.com;16/04/2024;15.32
user102@shop.com;02/07/2024;104.07
user310@shop.com;07/07/2024;28.39
user80@shop.com;28/08/2024;14.09
User76@Shop.com;14/09/2024;68.14
user396@shop.com;19/09/2024;73.21
User239@Shop.com;23/09/2024;16.47
user115@shop.com;24/09/2024;97.07
User180@Shop.com;20/10/2024;38.09
;29/11/2024;18.02
user19@shop.com;24/02/2025;22.11
user396@shop.com;25/03/2025;75.9
user192@shop.com;27/03/2025;113.05
user380@shop.com;26/08/2025;54.68
user316@shop.com;31/08/2025;126.88
user17@shop.com;08/11/2025;94.16
user320@shop.com;19/01/2024;65.28
user208@shop.com;26/03/2024;34.12
user352@shop.com;16/05/2024;22.92
user240@shop.com;07/06/2024;23.67
user112@shop.com;22/06/2024;60.63
User281@Shop.com;25/07/2024;16.67
user115@shop.com;01/09/2024;8.52
User135@Shop.com;15/09/2024;33.03
user235@shop.com;06/12/2024;-54.15
User131@Shop.com;11/01/2025;69.63
;31/03/2025;60.97
user2@shop.com;11/06/2025;18.24
user154@shop.com;20/06/2025;59.94
User15@Shop.com;21/06/2025;34.06
user288@shop.com;28/06/2025;49.89
User220@Shop.com;07/11/2025;19.14
User60@Shop.com;17/11/2025;130.57
user31@shop.com;02/02/2024;23.82
user298@shop.com;10/03/2024;38.88
user81@shop.com;25/03/2024;71.21
user336@shop.com;28/03/2024;91.35
User133@Shop.com;19/04/2024;40.04
;02/06/2024;7.61
User29@Shop.com;04/07/2024;4.52
user203@shop.com;11/07/2024;30.77
user13@shop.com;13/08/2024;54.71
User90@Shop.com;28/08/2024;42.94
user370@shop.com;26/12/2024;43.01
User391@Shop.com;30/12/2024;36.35
user174@shop.com;05/03/2025;70.61
user363@shop.com;13/03/2025;28.7
user82@shop.com;17/04/2025;50.96
user235@shop.com;27/04/2025;30.34
User283@Shop.com;20/05/2025;132.38
user356@shop.com;20/06/2025;116.64
user4@shop.com;29/06/2025;65.21
User238@Shop.com;04/07/2025;-49.59
User98@Shop.com;13/02/2024;50.71
user155@shop.com;04/03/2024;72.69
User384@Shop.com;10/03/2024;17.68
user261@shop.com;28/04/2024;113.65
User359@Shop.com;23/06/2024;17.16
;12/07/2024;50.69
user254@shop.com;03/10/2024;3.55
user370@shop.com;14/11/2024;9.0
User38@Shop.com;24/11/2024;65.53
user349@shop.com;03/02/2025;64.67
;13/02/2025;27.29
User169@Shop.com;26/02/2025;53.62
user12@shop.com;29/04/2025;68.33
user335@shop.com;15/05/2025;85.19
User88@Shop.com;28/05/2025;97.15
user396@shop.com;06/07/2025;97.83
user11@shop.com;01/12/2025;56.26
user44@shop.com;02/12/2025;137.05
User51@Shop.com;25/03/2024;11.01
User271@Shop.com;05/04/2024;90.06
User253@Shop.com;11/04/2024;77.58
User82@Shop.com;24/05/2024;25.21
user41@shop.com;29/07/2024;106.64
;05/08/2024;53.16
User63@Shop.com;05/09/2024;27.82
user286@shop.com;28/09/2024;151.43
User361@Shop.com;21/11/2024;33.46
user171@shop.com;03/02/2025;49.87
User134@Shop.com;10/04/2025;27.3
User209@Shop.com;18/04/2025;51.66
User133@Shop.com;19/05/2025;222.73
User73@Shop.com;11/06/2025;57.47
User35@Shop.com;14/07/2025;29.87
user260@shop.com;29/10/2025;40.6
user318@shop.com;14/11/2025;19.34
user208@shop.com;15/11/2025;16.4
user270@shop.com;05/01/2024;28.82
user47@shop.com;26/03/2024;39.6
user219@shop.com;08/04/2024;27.63
user269@shop.com;29/04/2024;72.4
user247@shop.com;09/05/2024;-59.48
user10@shop.com;10/05/2024;10.03
User41@Shop.com;30/05/2024;32.94
user394@shop.com;06/11/2024;27.69
User104@Shop.com;22/11/2024;73.45
User93@Shop.com;20/12/2024;42.64
;23/12/2024;22.26
user293@shop.com;24/12/2024;-35.61
user380@shop.com;07/03/2025;51.26
user297@shop.com;04/04/2025;38.44
user327@shop.com;04/05/2025;26.42
user366@shop.com;27/09/2025;52.38
user256@shop.com;29/10/2025;93.2
user242@shop.com;16/12/2025;37.37
user208@shop.com;10/05/2024;29.91
User82@Shop.com;26/10/2024;28.58
user7@shop.com;29/10/2024;41.95
user49@shop.com;15/01/2025;6.25
;13/05/2025;38.53
user123@shop.com;22/10/2025;17.57
user27@shop.com;22/10/2025;16.36
user56@shop.com;26/10/2025;113.87
user52@shop.com;14/11/2025;2.94
user150@shop.com;07/12/2025;22.11
User277@Shop.com;12/02/2024;19.19
user322@shop.com;26/02/2024;104.68
User325@Shop.com;26/02/2024;-11.85
;30/03/2024;29.08
user314@shop.com;15/05/2024;20.61
user106@shop.com;06/06/2024;42.24
user181@shop.com;24/06/2024;39.31
user259@shop.com;27/08/2024;163.82
user71@shop.com;03/10/2024;28.44
User275@Shop.com;23/10/2024;109.32
user15@shop.com;27/10/2024;7.85
user90@shop.com;03/12/2024;64.95
user340@shop.com;08/04/2025;-39.5
User128@Shop.com;06/05/2025;1.2
User391@Shop.com;22/05/2025;36.58
user335@shop.com;30/06/2025;40.33
user98@shop.com;20/07/2025;152.31
User368@Shop.com;30/07/2025;25.02
User346@Shop.com;09/08/2025;72.74
user393@shop.com;20/08/2025;83.71
User161@Shop.com;21/09/2025;23.46
;19/10/2025;10.86
user125@shop.com;12/03/2024;25.98
user142@shop.com;19/03/2024;33.74
User202@Shop.com;26/03/2024;118.92
user145@shop.com;01/04/2024;98.93
user4@shop.com;05/06/2024;19.39
user287@shop.com;21/06/2024;89.72
User177@Shop.com;04/07/2024;31.36
;21/07/2024;53.06
user80@shop.com;09/08/2024;47.14
user91@shop.com;06/09/2024;25.92
User285@Shop.com;13/09/2024;22.3
user279@shop.com;26/10/2024;13.03
User201@Shop.com;30/10/2024;22.46
user241@shop.com;26/01/2025;104.24
user347@shop.com;24/04/2025;40.53
user351@shop.com;11/05/2025;26.95
User358@Shop.com;16/06/2025;62.11
user397@shop.com;18/06/2025;36.24
User127@Shop.com;29/06/2025;55.86
user318@shop.com;30/08/2025;90.13
user112@shop.com;13/09/2025;105.79
user347@shop.com;03/11/2025;98.67
user375@shop.com;16/01/2024;77.4
user176@shop.com;31/01/2024;46.72
user202@shop.com;02/04/2024;85.47
user47@shop.com;09/04/2024;57.66
user39@shop.com;10/04/2024;125.23
User79@Shop.com;19/07/2024;34.79
user19@shop.com;07/08/2024;13.65
user160@shop.com;25/08/2024;9.3
User396@Shop.com;20/09/2024;39.07
User283@Shop.com;17/10/2024;12.93
user232@shop.com;28/10/2024;24.18
user292@shop.com;05/11/2024;9.68
user22@shop.com;08/11/2024;98.31
user262@shop.com;21/11/2024;8.77
User204@Shop.com;04/12/2024;110.71
user46@shop.com;13/12/2024;4.25
;31/12/2024;19.5
user266@shop.com;23/01/2025;8.63
User174@Shop.com;25/01/2025;23.04
user368@shop.com;02/07/2025;73.33
;03/07/2025;56.35
User145@Shop.com;10/09/2025;19.9
user379@shop.com;14/10/2025;49.14
;11/03/2024;2.92
user50@shop.com;10/04/2024;24.46
user259@shop.com;21/05/2024;29.66
user61@shop.com;08/07/2024;13.47
user128@shop.com;29/09/2024;58.58
User163@Shop.com;14/10/2024;-44.02
user275@shop.com;15/11/2024;99.49
user333@shop.com;28/11/2024;8.45
user357@shop.com;31/12/2024;47.67
User249@Shop.com;06/01/2025;30.35
user385@shop.com;23/01/2025;33.31
;24/01/2025;26.28
user349@shop.com;15/02/2025;22.3
User230@Shop.com;31/03/2025;17.31
User48@Shop.com;27/04/2025;53.64
user84@shop.com;16/07/2025;32.63
user166@shop.com;24/07/2025;122.35
user327@shop.com;22/08/2025;92.65
User166@Shop.com;28/08/2025;31.51
user6@shop.com;16/09/2025;45.75
user173@shop.com;22/09/2025;74.65
User279@Shop.com;27/11/2025;35.75
user396@shop.com;01/12/2025;37.84
user78@shop.com;08/04/2024;62.62
User124@Shop.com;01/05/2024;25.82
User188@Shop.com;15/05/2024;21.26
user195@shop.com;08/06/2024;33.6
user390@shop.com;13/07/2024;43.17
user160@shop.com;18/07/2024;125.01
user216@shop.com;19/11/2024;46.2
user101@shop.com;02/01/2025;1.82
user23@shop.com;05/01/2025;16.48
User157@Shop.com;10/01/2025;13.67
user172@shop.com;18/02/2025;26.5
User69@Shop.com;24/02/2025;112.61
user264@shop.com;11/03/2025;11.08
user132@shop.com;22/07/2025;48.0
user23@shop.com;25/07/2025;73.24
user214@shop.com;16/10/2025;5.65
user101@shop.com;27/04/2024;35.77
user291@shop.com;09/05/2024;70.26
user8@shop.com;31/07/2024;49.48
user307@shop.com;06/12/2024;69.67
;24/02/2025;28.12
user292@shop.com;28/03/2025;79.05
user153@shop.com;06/05/2025;99.81
User352@Shop.com;30/05/2025;87.47
User201@Shop.com;12/06/2025;31.4
user399@shop.com;23/06/2025;21.69
User119@Shop.com;08/07/2025;86.62
User342@Shop.com;07/08/2025;46.06
user263@shop.com;27/08/2025;52.35
user370@shop.com;11/09/2025;107.24
User70@Shop.com;23/09/2025;73.81
user205@shop.com;24/09/2025;55.39
user362@shop.com;22/10/2025;102.29
User98@Shop.com;31/10/2025;62.02
User384@Shop.com;05/02/2024;33.51
User386@Shop.com;25/02/2024;152.62
user197@shop.com;09/03/2024;73.38
user291@shop.com;01/05/2024;57.31
user186@shop.com;05/06/2024;63.95
user263@shop.com;06/06/2024;16.03
User343@Shop.com;13/06/2024;-63.94
User296@Shop.com;06/07/2024;42.39
user116@shop.com;07/09/2024;7.17
user232@shop.com;20/11/2024;68.33
user321@shop.com;29/11/2024;14.07
user233@shop.com;15/12/2024;47.1
user115@shop.com;16/12/2024;41.92
User300@Shop.com;25/12/2024;84.33
user288@shop.com;23/03/2025;28.44
User254@Shop.com;22/05/2025;93.17
User134@Shop.com;09/08/2025;55.98
user225@shop.com;17/09/2025;57.24
User241@Shop.com;20/10/2025;124.91
User86@Shop.com;22/10/2025;39.16
User370@Shop.com;25/02/2024;122.81
user238@shop.com;21/03/2024;-8.24
user22@shop.com;27/03/2024;22.11
user108@shop.com;13/06/2024;28.73
User323@Shop.com;08/08/2024;5.18
User277@Shop.com;12/08/2024;37.57
user217@shop.com;02/11/2024;65.01
user198@shop.com;05/02/2025;-6.82
user152@shop.com;22/02/2025;51.25
;02/03/2025;57.8
user140@shop.com;28/04/2025;23.52
User332@Shop.com;13/05/2025;56.9
User28@Shop.com;08/06/2025;23.19
user213@shop.com;15/06/2025;3.84
user104@shop.com;21/06/2025;29.65
user169@shop.com;01/10/2025;50.63
User249@Shop.com;22/10/2025;53.54
user27@shop.com;26/11/2025;7.71
user39@shop.com;08/03/2024;20.7
user232@shop.com;05/04/2024;41.38
user268@shop.com;27/04/2024;98.52
user25@shop.com;29/04/2024;7.0
user384@shop.com;05/06/2024;79.01
user175@shop.com;15/08/2024;64.15
user392@shop.com;27/09/2024;26.26
User55@Shop.com;25/03/2025;55.22
User355@Shop.com;02/05/2025;90.4
user258@shop.com;03/06/2025;41.18
user322@shop.com;29/06/2025;15.63
User323@Shop.com;02/08/2025;-30.99
;01/09/2025;88.21
user68@shop.com;27/09/2025;95.0
user388@shop.com;12/10/2025;194.96
user173@shop.com;27/10/2025;88.12
user81@shop.com;21/11/2025;68.7
User252@Shop.com;29/02/2024;45.82
user347@shop.com;31/05/2024;44.47
user110@shop.com;07/06/2024;28.78
user351@shop.com;17/06/2024;11.86
user26@shop.com;06/07/2024;27.53
User249@Shop.com;22/08/2024;67.0
user150@shop.com;31/08/2024;57.38
user209@shop.com;29/09/2024;35.04
User242@Shop.com;31/10/2024;182.02
user80@shop.com;09/12/2024;68.49
User20@Shop.com;11/12/2024;20.69
user208@shop.com;15/02/2025;5.47
user381@shop.com;25/07/2025;55.55
User116@Shop.com;12/08/2025;19.62
user224@shop.com;07/10/2025;34.47
User51@Shop.com;25/10/2025;34.08
user138@shop.com;26/02/2024;36.04
user52@shop.com;08/03/2024;27.66
User45@Shop.com;29/03/2024;45.67
user320@shop.com;25/05/2024;14.75
user361@shop.com;02/07/2024;3.92
user369@shop.com;04/09/2024;82.4
User292@Shop.com;22/10/2024;41.12
user57@shop.com;15/11/2024;15.79
user370@shop.com;20/02/2025;112.57
User6@Shop.com;25/03/2025;60.35
User108@Shop.com;31/03/2025;54.26
User106@Shop.com;16/04/2025;11.04
User297@Shop.com;25/04/2025;24.29
user54@shop.com;25/05/2025;31.64
User387@Shop.com;21/02/2024;26.41
user76@shop.com;23/02/2024;23.5
user344@shop.com;07/04/2024;99.54
user233@shop.com;27/05/2024;4.72
user100@shop.com;07/07/2024;6.61
user169@shop.com;23/07/2024;40.98
User46@Shop.com;31/07/2024;17.82
user172@shop.com;27/10/2024;67.65
user277@shop.com;28/10/2024;24.57
User83@Shop.com;17/11/2024;-84.32
user384@shop.com;15/01/2025;30.34
user266@shop.com;18/04/2025;79.59
user147@shop.com;31/05/2025;89.44
user116@shop.com;22/08/2025;22.68
User310@Shop.com;26/08/2025;57.82
user160@shop.com;05/10/2025;57.65
user376@shop.com;18/01/2024;50.32
User185@Shop.com;28/01/2024;153.76
user280@shop.com;14/03/2024;50.5
User361@Shop.com;04/05/2024;13.15
user380@shop.com;02/07/2024;36.79
user99@shop.com;03/07/2024;8.61
user173@shop.com;10/10/2024;45.28
User287@Shop.com;04/12/2024;11.66
user164@shop.com;25/12/2024;72.18
user124@shop.com;27/02/2025;62.86
user248@shop.com;25/03/2025;53.29
user357@shop.com;02/04/2025;25.1
User186@Shop.com;03/04/2025;10.18
;08/04/2025;40.88
user304@shop.com;12/05/2025;81.69
user202@shop.com;17/06/2025;60.93
user124@shop.com;20/06/2025;33.86
user351@shop.com;30/06/2025;-4.94
user244@shop.com;14/07/2025;28.01
User269@Shop.com;24/08/2025;73.53
;25/08/2025;16.22
User38@Shop.com;27/09/2025;95.79
user340@shop.com;14/11/2025;196.14
user55@shop.com;09/04/2024;15.57
User5@Shop.com;04/07/2024;17.31
User396@Shop.com;25/08/2024;60.52
;28/08/2024;44.75
User12@Shop.com;13/12/2024;71.64
user281@shop.com;06/01/2025;23.4
user121@shop.com;27/02/2025;31.41
user167@shop.com;03/05/2025;51.19
user383@shop.com;07/05/2025;45.32
User228@Shop.com;03/06/2025;65.16
user7@shop.com;06/07/2025;20.03
user271@shop.com;17/08/2025;116.7
User65@Shop.com;01/11/2025;8.85
user129@shop.com;04/11/2025;40.16
User86@Shop.com;21/02/2024;6.0
user365@shop.com;11/03/2024;15.78
user35@shop.com;14/03/2024;49.27
;27/04/2024;12.44
user189@shop.com;22/07/2024;66.3
User221@Shop.com;23/07/2024;85.14
user237@shop.com;30/07/2024;67.58
user41@shop.com;31/08/2024;25.56
user128@shop.com;29/10/2024;53.89
User227@Shop.com;22/12/2024;15.63
user44@shop.com;08/02/2025;35.67
user324@shop.com;24/02/2025;64.36
user324@shop.com;14/04/2025;94.21
user211@shop.com;18/04/2025;14.56
user321@shop.com;04/05/2025;23.67
user172@shop.com;13/05/2025;43.18
User225@Shop.com;21/05/2025;84.08
;11/07/2025;56.26
User55@Shop.com;14/08/2025;34.76
User71@Shop.com;13/09/2025;26.73
user217@shop.com;06/11/2025;100.84
user32@shop.com;16/12/2025;57.14
user252@shop.com;16/04/2024;123.61
user129@shop.com;12/05/2024;-23.67
user171@shop.com;29/05/2024;66.7
User359@Shop.com;31/05/2024;108.36
user345@shop.com;05/06/2024;28.9
user188@shop.com;30/06/2024;165.07
User156@Shop.com;30/07/2024;38.2
user325@shop.com;09/09/2024;20.08
user204@shop.com;03/10/2024;38.01
user295@shop.com;03/11/2024;78.73
user46@shop.com;15/11/2024;33.65
User284@Shop.com;02/12/2024;33.28
user225@shop.com;01/02/2025;42.13
user85@shop.com;05/05/2025;44.53
User306@Shop.com;12/05/2025;35.27
user215@shop.com;08/06/2025;59.6
User292@Shop.com;06/08/2025;12.94
user331@shop.com;08/08/2025;33.24
user103@shop.com;02/09/2025;180.02
user324@shop.com;11/09/2025;55.36
user396@shop.com;17/09/2025;110.67
User207@Shop.com;13/03/2024;27.44
user288@shop.com;29/05/2024;51.54
user308@shop.com;31/05/2024;-56.59
User170@Shop.com;29/07/2024;70.9
user322@shop.com;05/09/2024;2.96
user166@shop.com;02/10/2024;47.84
user354@shop.com;20/10/2024;79.74
user311@shop.com;03/11/2024;59.23
user215@shop.com;19/11/2024;10.18
User71@Shop.com;13/12/2024;16.5
User331@Shop.com;29/01/2025;51.09
User256@Shop.com;04/02/2025;75.83
User228@Shop.com;07/02/2025;42.31
User287@Shop.com;23/04/2025;24.33
User397@Shop.com;10/08/2025;14.0
user207@shop.com;10/08/2025;45.25
user154@shop.com;25/10/2025;80.83
user349@shop.com;01/01/2024;85.03
user260@shop.com;02/01/2024;135.2
user187@shop.com;24/01/2024;29.75
User73@Shop.com;08/02/2024;12.81
;09/03/2024;15.78
User374@Shop.com;14/03/2024;23.93
user114@shop.com;26/03/2024;1.62
user383@shop.com;03/05/2024;42.65
user367@shop.com;22/06/2024;24.05
User338@Shop.com;13/09/2024;29.36
user127@shop.com;17/09/2024;33.27
user318@shop.com;24/09/2024;43.96
user278@shop.com;13/10/2024;14.79
user359@shop.com;09/11/2024;10.55
User164@Shop.com;27/11/2024;19.43
user247@shop.com;30/11/2024;65.46
user374@shop.com;24/02/2025;55.32
user365@shop.com;17/03/2025;55.48
user379@shop.com;19/03/2025;14.77
user41@shop.com;23/04/2025;31.01
user12@shop.com;30/04/2025;50.58
user38@shop.com;05/06/2025;15.68
user397@shop.com;22/06/2025;131.91
user167@shop.com;30/07/2025;89.47
User242@Shop.com;07/10/2025;23.77
User167@Shop.com;22/10/2025;32.71
User30@Shop.com;05/12/2025;31.3
User364@Shop.com;17/06/2024;14.51
User199@Shop.com;04/08/2024;14.52
user122@shop.com;31/10/2024;78.02
user20@shop.com;29/11/2024;106.98
user47@shop.com;20/12/2024;23.73
user220@shop.com;03/03/2025;38.05
user307@shop.com;13/06/2025;19.5
user74@shop.com;03/09/2025;4.58
user212@shop.com;17/10/2025;8.72
user147@shop.com;10/11/2025;13.94
User261@Shop.com;05/12/2025;28.49
user122@shop.com;21/04/2024;95.45
user353@shop.com;02/07/2024;9.56
user241@shop.com;20/07/2024;22.6
user71@shop.com;12/09/2024;73.27
User329@Shop.com;24/09/2024;39.24
user258@shop.com;06/04/2025;8.61
